怯弱	狗熊	0.0000	0.0000
惠顾	照顾	0.0000	0.0000
迷人	气质	0.0217	0.8827
果粉	米粉	0.0000	0.0000
榜样	样子	0.0871	0.6724
愚钝	大智若愚	0.0000	0.0000
打假	扫黄	0.1771	0.9029
均衡	全面	0.0207	0.6136
制约	收敛	0.0057	0.5231
经营者	纳税人	0.0530	0.8164
瘦弱	苗条	0.0000	0.0000
前途	道路	0.2060	0.6850
遛弯	走路	0.0000	0.0000
爱心	慈善	0.2996	0.3921
光盘	硬盘	-0.1343	0.6161
一体化	集成化	0.0000	0.0000
销魂	陶醉	0.0000	0.0000
光荣	流芳百世	0.0000	0.0000
观后感	影评	0.0000	0.0000
恼怒	愤慨	0.0000	0.0000
帮助	赞助	0.0528	0.4852
拥戴	崇拜	-0.0297	0.8472
扯淡	闲聊	0.0000	0.0000
旅程	旅行	-0.0516	0.7621
男孩	小伙子	0.4280	0.8637
见解	意见	-0.0118	0.6669
穷苦	贫穷	0.0408	0.7201
生命	性命	0.1020	0.4499
滚蛋	滚开	0.0000	0.0000
维他命	维生素	0.0431	0.8160
多元化	年轻化	0.0000	0.0000
宝贵	金子	0.0477	0.5621
结构	系统	0.0522	0.6324
玩偶	工具	0.0000	0.0000
丧失	失独	0.0000	0.0000
肚量	肚子	0.0000	0.0000
娇气	公主	0.0000	0.0000
寒暑假	黄金周	0.0000	0.0000
笑料	活宝	0.0000	0.0000
百货	商场	0.0466	0.5488
信息化	智能化	0.0000	0.0000
茶道	茶叶	0.0553	0.7958
罪孽	犯人	0.0000	0.0000
感冒药	退烧药	0.0000	0.0000
难点	问题	0.8263	0.5226
同事	朋友	0.5957	0.8452
名字	姓氏	0.0724	0.6847
网站	网页	0.2128	0.7382
名誉	名气	-0.0392	0.5799
七情六欲	欲望	-0.1840	0.5855
审理	问讯	0.0000	0.0000
工具	器具	0.0485	0.3203
意思	意义	-0.0868	0.6175
优惠	降价	0.1566	0.5895
伴随	陪伴	0.1773	0.7778
尘垢	污秽	0.0000	0.0000
猫腻	阴谋诡计	0.0000	0.0000
吃醋	争风吃醋	0.0000	0.0000
软着陆	经济	0.4001	0.1236
生产力	创新	0.3746	0.7609
上市	盈利	0.6321	0.8364
泼妇	女强人	0.0000	0.0000
载体	书本	0.0193	0.6863
地址	小区	0.2485	0.6772
价钱	票房	0.0500	0.7267
表彰	进步	0.0635	0.4622
理论	结论	0.3069	0.5595
烦闷	失眠	0.0000	0.0000
亲人	敌人	0.1983	0.8414
跳槽	移动	0.0626	0.6999
饮酒	喝茶	0.1827	0.7660
财运	桃花运	0.0000	0.0000
女权	女性	0.0000	0.0000
一般	差	0.4544	0.6450
赌局	扑克牌	0.0000	0.0000
宋	明	0.4035	0.7801
雾霾	阴天	0.0000	0.0000
程序	指令	0.3237	0.6159
关键字	关键	0.0000	0.0000
松驰	疲软	0.0000	0.0000
平等	平均	-0.1792	0.1528
经营	张罗	0.0215	0.3128
客套	礼貌	0.0000	0.0000
利用	使用	0.4445	0.7627
审查	自纠自查	0.0000	0.0000
炖	焖	0.0000	0.0000
喜欢	崇敬	0.2236	0.8436
暗号	密码	0.0000	0.0000
规律	原理	0.4046	0.7141
轻率	鲁莽	0.0000	0.0000
手法	方法	0.0958	0.6494
准则	规则	0.4307	0.8455
迂腐	墨守成规	0.0000	0.0000
闯祸	惹是生非	0.0000	0.0000
清晰	一清二楚	0.0000	0.0000
姐妹	闺蜜	0.0000	0.0000
扎实	脚踏实地	0.2586	0.7361
事物	东西	0.2424	0.6089
睡	寐	0.0000	0.0000
忌妒	妒嫉	0.0000	0.0000
俱乐部	富人	0.1756	0.7399
味道	鼻子	0.1371	0.7826
绩点	老师	0.0000	0.0000
关心	放任	-0.0397	0.4370
空间	世界	-0.0093	0.4617
僻静	冷静	0.0000	0.0000
字符	程序	0.0000	0.0000
裁判	足球	0.5459	0.5165
股票	银行	0.5296	0.7240
红颜	面容	0.0000	0.0000
著名	著作	0.4034	0.4970
可能性	可靠性	-0.1331	0.7768
占有	争取	-0.0055	0.5443
合肥	巴黎	0.6290	0.8371
热线	焦点	-0.1370	0.5923
影响力	破坏力	0.0000	0.0000
温度	湿度	0.3180	0.7981
痛苦	忍辱负重	0.0000	0.0000
偶遇	艳遇	0.0000	0.0000
公众	媒体	0.3309	0.5582
姑娘	青春	0.1916	0.6902
多媒体	设备	0.5269	0.7773
韩	日	0.6470	0.8266
钱	利	0.0030	0.5320
细心	三心二意	0.0000	0.0000
博物馆	剧院	0.0839	0.7825
诵读	歌唱	0.0855	0.5929
阳光	雨露	0.2030	0.4346
竞争	考试	0.0836	0.5302
消灭	灭菌	0.0000	0.0000
饭局	交际	0.0000	0.0000
媚俗	高雅	0.2270	0.8226
密码	账号	-0.0673	0.5781
夫人	孩子	-0.0913	0.3072
简化	优化	0.0562	0.8420
侵害	性侵	0.0000	0.0000
故事	剧情	0.0231	0.5416
调整	整合	0.1750	0.5739
亲密	缠绵	0.0221	0.4597
创新	发明	0.4211	0.7078
带头	敢为人先	0.0000	0.0000
公约	规章	0.2630	0.7256
高大上	超凡脱俗	0.0000	0.0000
解闷	排遣	0.0000	0.0000
放肆	大胆	0.0000	0.0000
合同	协议	0.4533	0.7478
私语	嘀咕	0.0000	0.0000
大概	差不多	0.2449	0.8961
比如	譬如	0.1171	0.8145
友善	清新	0.1789	0.8635
胆小鬼	兔子	0.0000	0.0000
繁荣	泡沫	-0.0697	0.7815
智力	想象	0.0988	0.3784
茶馆	企业	-0.0330	0.2898
消极	四大皆空	0.0000	0.0000
爱怜	同病相怜	0.0000	0.0000
激励	缅怀	0.1485	0.6147
灌输	讲解	0.0638	0.6660
车辆	行人	0.3632	0.8558
偏见	认知	0.0609	0.7096
北京市	成都市	0.2428	0.7197
水果	西红柿	0.2602	0.7935
艺术家	地理学家	0.0000	0.0000
干涉	管理	-0.0322	0.5769
管理	托管	-0.0715	0.5289
书籍	图书馆	0.2758	0.8497
框架	组织	-0.1204	0.5446
炮兵	海军	0.0401	0.8998
学习	上课	0.1561	0.4131
图书馆	文化宫	0.0000	0.0000
欲望	情欲	0.0000	0.0000
独立	啃老	0.0000	0.0000
同学	同事	0.5555	0.9035
语文	数学	0.4372	0.8171
低贱	崇高	0.0000	0.0000
海域	渤海湾	0.3614	0.6969
奖赏	惩罚	0.0046	0.3310
名称	外号	0.0000	0.0000
霸气	气场	0.0000	0.0000
数据库	信息	0.4183	0.6467
波涛	海水	0.2674	0.8317
唱	颂	0.1768	0.5242
鬼话	谎言	0.0000	0.0000
顺应	附和	0.0000	0.0000
较真儿	死板	0.0000	0.0000
乐观	阳光	-0.0549	0.5605
羞辱	辱	-0.0350	0.4632
赋予	给予	0.1404	0.7355
伪善	虚伪	0.0000	0.0000
在行	熟练	0.0000	0.0000
怪异	奇怪	0.1687	0.7491
谦卑	谦逊	0.0000	0.0000
反应	反响	0.0310	0.8722
过时	落伍	0.0058	0.8022
金钱	钱财	0.0113	0.7984
种	栽	0.3539	0.6119
对话框	窗口	0.0000	0.0000
弥补	补偿	0.3306	0.6684
财力	精力	0.1849	0.6613
功夫	素养	0.2553	0.4711
竞争力	鉴赏力	0.0000	0.0000
比赛	团队	0.1707	0.2361
企业家	作曲家	-0.0064	0.6217
素菜	牛肉	0.0000	0.0000
报警	报告	0.0216	0.2509
残疾	死亡	-0.0045	0.7086
指导	斥责	0.0000	0.0000
利润	成本	0.7609	0.8907
思想	智力	0.1174	0.5858
配合	违抗	0.0869	0.2494
电话	邮件	0.3332	0.4916
公司	代销店	0.0000	0.0000
苹果	香蕉	0.0473	0.8579
盈利	亏损	0.4465	0.8620
公益	善心	0.0000	0.0000
总理	主席	0.6954	0.8661
医生	护士	0.2423	0.7493
疼爱	溺爱	0.3287	0.6852
新闻界	舆论界	0.1587	0.8163
眺望	展望	-0.0223	0.6645
发怒	恼羞成怒	0.0969	0.5302
执着	倔强	0.0000	0.0000
牵强	勉强	0.0000	0.0000
散伙	离别	0.0000	0.0000
支柱	骨干	0.1879	0.6938
慰劳	犒赏	0.0000	0.0000
心态	心境	0.1136	0.8599
走神	愣	0.0000	0.0000
诀窍	秘籍	0.0000	0.0000
成果	果实	0.0539	0.5121
恼	怒	0.0000	0.0000
犹豫	踟蹰不前	0.0000	0.0000
作用	功能	0.2511	0.6794
怜爱	爱怜	0.0000	0.0000
化肥	化学肥料	0.0000	0.0000
物流	顺风	0.0450	0.4306
皮肤	眼睛	0.1589	0.7354
印象	大脑	-0.0562	0.5159
阶层	皇室	0.0875	0.4353
新鲜	空气	-0.0297	0.7261
法庭	律师	0.2602	0.6633
文章	理论	0.0905	0.5121
行星	月亮	0.0971	0.8621
日记	文章	0.1012	0.6934
食物	水果	0.2751	0.8529
俗	美	0.0714	0.4130
会员卡	会员	-0.0055	0.6473
欧洲	南美洲	0.0934	0.5368
风景	山水	0.1637	0.7712
文体	骚体	0.0000	0.0000
没劲	兴致勃勃	0.0800	0.5742
新浪	腾讯	0.0000	0.0000
服装	裙子	-0.0205	0.5827
凉快	炎热	0.0000	0.0000
歌舞	迪斯科	0.1031	0.7382
小学生	大中学生	0.0000	0.0000
汽车	越野车	0.1090	0.3120
团购	购买	0.0000	0.0000
平台	环境	0.1844	0.4223
研讨	争论	0.0148	0.5894
演说	说话	-0.0729	0.6438
虚拟	编造	-0.0092	0.5635
高风险	风险	0.0000	0.0000
感动	热泪盈眶	0.1300	0.6807
底薪	工资	0.0000	0.0000
扶持	提携	0.0312	0.4181
有效	有用	0.0056	0.5341
圆满	大功告成	0.0000	0.0000
邀请	诚邀	0.0000	0.0000
破烂	破烂不堪	0.0000	0.0000
信誉	信用	0.4102	0.8511
孤单	寂寞	0.3369	0.6703
会见	会晤	0.6040	0.7231
背地里	背后	0.0000	0.0000
实质	本质	0.0498	0.8693
枯萎	凋零	-0.0426	0.7726
互联网	因特网	0.6708	0.7619
课程表	课表	0.0000	0.0000
洁癖	网瘾	0.0000	0.0000
讲座	座位	0.0740	0.6216
粗鲁	文盲	-0.0449	0.4333
女士	白骨精	0.0000	0.0000
电话	设备	0.3186	0.5575
欢迎	迎宾	0.0000	0.0000
气温	高温	0.4384	0.8857
成功	失意	0.0199	0.4355
积极	消极	0.1926	0.5537
君子	小人	0.5627	0.8229
认真	马虎	0.0512	0.5001
北大	清华	0.1608	0.6154
国王	女王	0.1376	0.8540
商业	工业	0.0106	0.7704
闺房	卧室	0.0000	0.0000
削减	裁员	0.2237	0.6668
检验	查	0.0756	0.3586
席位	位置	0.0356	0.5558
奖励	记功	0.0000	0.0000
麻利	灵活	0.0836	0.4895
随意	随便	0.3664	0.7888
奋斗	努力	0.3375	0.7311
高兴	兴奋	0.4395	0.8850
猜忌	多疑	0.2155	0.7082
轻蔑	藐视	0.0000	0.0000
服气	口服心服	0.1534	0.4403
入场券	门票	0.0872	0.8668
生物钟	地球仪	0.0000	0.0000
年级	成绩	0.2433	0.5152
矩阵	数据	0.0000	0.0000
杯子	饮料	0.0000	0.0000
杯子	实体	0.0000	0.0000
困倦	生病	0.1857	0.7295
政敌	情敌	0.0000	0.0000
灾区	地震	0.0086	0.4537
生日	蛋糕	0.4586	0.7069
泡沫	肥皂	0.0000	0.0000
电影	导演	0.2729	0.6272
学生	老师	0.6210	0.6281
自动	手动	0.0000	0.0000
大学	中专	0.2640	0.4128
交易	交换	0.0090	0.3677
快乐	欣喜若狂	0.0458	0.7396
邪念	非分之想	0.0000	0.0000
平静	心平气和	0.3018	0.6730
任命	委以重任	0.0000	0.0000
瞎扯	编造	0.0000	0.0000
相信	信赖	0.2744	0.7449
支部	面部	-0.0265	0.5906
正义	人民	0.5130	0.6179
转基因	大豆	0.0000	0.0000
白宫	宿舍	-0.1339	0.6314
解释	分解	0.1267	0.5094
自卑感	历史感	0.0000	0.0000
距离	速度	0.2163	0.6638
投资者	收入	0.3206	0.5511
网络	硬件	0.4918	0.8377
责任	保险	0.4028	0.5934
比赛	胜利	0.2000	0.5192
亲近感	荣誉感	0.0000	0.0000
壁橱	衣服	0.0000	0.0000
无用功	效率	0.0000	0.0000
课程	学校	0.5422	0.6258
学者	学习	-0.1439	0.4860
超市	食品	0.0872	0.7148
家属	丈夫	0.0671	0.6738
国企	私企	0.0000	0.0000
勾画	描摹	0.0000	0.0000
想法	主意	0.0560	0.7335
美	靓	0.0000	0.0000
牢固	坚不可摧	0.0000	0.0000
凌乱	乱七八糟	0.0000	0.0000
工作	干活儿	-0.0094	0.0461
恭贺	恭喜	0.0000	0.0000
拍马屁	谄谀	0.0000	0.0000
PC	计算机	0.3884	0.4141
行	可以	0.0529	0.2630
死党	共和党	0.0000	0.0000
歌剧	工业	0.0671	0.4961
轻浮	轻松	-0.1013	0.6025
职业	教育	0.2418	0.5729
物理	质子	0.1605	0.7079
网球	球拍	0.0000	0.0000
缓慢	飞快	0.0635	0.4189
人民币	美元	0.2631	0.7145
青年	中青年	0.2594	0.7276
境界	意境	0.3068	0.8083
跋扈	骄横	0.0000	0.0000
弘扬	发扬	0.4673	0.9108
恶劣	坏	0.1234	0.6451
更加	愈发	0.3264	0.2699
优秀	出众	0.0434	0.4975
计算机	新闻	0.0086	0.5116
期刊	协会	0.0205	0.7523
纸老虎	狮子	0.0000	0.0000
冷静	荒凉	0.0211	0.7054
乡村	故事	-0.0920	0.4061
出路	山路	-0.0515	0.4813
能源	危机	-0.0704	0.4737
房价	面积	0.2091	0.6782
龙头	老大	0.1224	0.6326
安排	部署	0.2519	0.7343
文明	吸烟者	0.0000	0.0000
普及	担当	0.0674	0.5809
困难	自怨自艾	0.0000	0.0000
造型	照片	0.3332	0.6836
抠门儿	小气	0.0000	0.0000
假货	赝品	0.3432	0.6165
拖后腿	拉后腿	0.0000	0.0000
天下	气候	-0.0307	0.3732
轻	善	0.3867	0.8581
日程	季度	0.1171	0.5778
宇宙	蚂蚁	0.0784	0.5917
面包店	绿豆粥	0.0000	0.0000
结盟	无理取闹	0.0000	0.0000
免税店	飞机	0.0000	0.0000
逃课	创业	0.0000	0.0000
态度	秋波	0.0000	0.0000
但	但是	-0.0481	0.8006
赢	胜	0.5157	0.6440
调查	努力	-0.2041	0.4183
玻璃	魔术师	0.2066	0.7704
干扰	上网	0.1225	0.7092
课堂	美食	0.0081	0.6689
情节	黄色	0.1385	0.6071
计算机	电脑	0.5307	0.8246
讲价	打架	0.0000	0.0000
教授	黄瓜	0.0137	0.4792
控制	恐高	0.0000	0.0000
阻力	天花板	0.0009	0.5693
WTO	世界贸易组织	0.0000	0.0000
紫禁城	故宫	0.0719	0.6335
算盘	计算机	0.0805	0.1677
